Drone,Time,North,East,Altitude,Vx,Vy
4, 2.61, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.61, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.62, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.62, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.62, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.62, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.62, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.63, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.63, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.63, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.63, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.63, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.64, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.64, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.64, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.64, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.64, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.65, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.65, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.65, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.65, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.65, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.66, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.66, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.66, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.66, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.66, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.67, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.67, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.67, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.67, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.67, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.68, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.68, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.68, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.68, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.68, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.69, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.69, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.69, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.69, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.69, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.70, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.70, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.70, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.70, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.70, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.71, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.71, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.71, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.71, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.71, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.72, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.72, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.72, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.72, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.72, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.73, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.73, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.73, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.73, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.73, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.74, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.74, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.74, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.74, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.74, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.75, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.75, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.75, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.75, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.75, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.76, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.76, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.76, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.76, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.76, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.77, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.77, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.77, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.77, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.77, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.78, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.78, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.78, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.78, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.78, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.79, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.79, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.79, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.79, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.79, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.80, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.80, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.80, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.80, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.80, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.81, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.81, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.81, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.81, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.81, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.82, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.82, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.82, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.82, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.82, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.83, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.83, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.83, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.83, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.83, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.84, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.84, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.84, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.84, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.84, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.85, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.85, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.85, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.85, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.85, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.86, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.86, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.86, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.86, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.86, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.87, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.87, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.87, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.87, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.87, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.88, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.88, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.88, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.88, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.88, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.89, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.89, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.89, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.89, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.89, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.90, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.90, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.90, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.90, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.90, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.91, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.91, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.91, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.91, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.91, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.92, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.92, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.92, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.92, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.92, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.93, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.93, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.93, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.93, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.93, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.94, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.94, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.94, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.94, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.94, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.95, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.95, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.95, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.95, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.95, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.96, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.96, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.96, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.96, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.96, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.97, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.97, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.97, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.97, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.97, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.98, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.98, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.98, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.98, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.98, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.99, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.99, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.99, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.99, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.99, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.00, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.00, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.00, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.00, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.00, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.01, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.01, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.01, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.01, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.01, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.02, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.02, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.02, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.02, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.02, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.03, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.03, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.03, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.03, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.03, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.04, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.04, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.04, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.04, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.04, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.05, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.05, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.05, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.05, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.05, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.06, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.06, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.06, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.06, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.06, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.07, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.07, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.07, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.07, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.07, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.08, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.08, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.08, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.08, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.08, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.09, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.09, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.09, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.09, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.09, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.10, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.10, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.10, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.10, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.10, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.11, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.11, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.11, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.11, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.11, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.12, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.12, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.12, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.12, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.12, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.13, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.13, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.13, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.13, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.13, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.14, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.14, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.14, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.14, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.14, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.15, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.15, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.15, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.15, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.15, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.16, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.16, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.16, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.16, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.16, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.17, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.17, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.17, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.17, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.17, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.18, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.18, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.18, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.18, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.18, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.19, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.19, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.19, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.19, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.19, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.20, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.20, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.20, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.20, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.20, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.21, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.21, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.21, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.21, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.21, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.22, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.22, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.22, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.22, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.22, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.23, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.23, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.23, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.23, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.23, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.24, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.24, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.24, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.24, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.24, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.25, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.25, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.25, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.25, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.25, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.26, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.26, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.26, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.26, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.26, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.27, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.27, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.27, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.27, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.27, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.28, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.28, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.28, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.28, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.28, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.29, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.29, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.29, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.29, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.29, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.30, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.30, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.30, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.30, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.30, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.31, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.31, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.31, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.31, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.31, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.32, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.32, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.32, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.32, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.32, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.33, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.33, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.33, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.33, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.33, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.34, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.34, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.34, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.34, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.34, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.35, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.35, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.35, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.35, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.35, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.36, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.36, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.36, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.36, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.36, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.37, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.37, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.37, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.37, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.37, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.38, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.38, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.38, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.38, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.38, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.39, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.39, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.39, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.39, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.39, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.40, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.40, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.40, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.40, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.40, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.41, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.41, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.41, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.41, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.41, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.42, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.42, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.42, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.42, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.42, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.43, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.43, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.43, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.43, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.43, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.44, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.44, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.44, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.44, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.44, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.45, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.45, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.45, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.45, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.45, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.46, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.46, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.46, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.46, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.46, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.47, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.47, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.47, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.47, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.47, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.48, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.48, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.48, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.48, 203.96, 18.37, -0.00, 0.70, 2.96
