text	curie	name	predicate	type	contributor	date	language
master of public administration	QUALO:0000176	master of arts in public administration	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Master of Public Administration (MPA)	QUALO:0000176	master of arts in public administration	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Master of Public Health (MPH)	QUALO:0000061	master of public health	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Master of Research in Psychology	QUALO:0000194	master of research in psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Master of Science (Biochemistry)	QUALO:0000173	master of science in biochemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Master of Science (Computer Science)	QUALO:0000119	master of science in computer science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Master of Science (M.Sc.)	QUALO:0000057	master of science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Master of Science (MSc)	QUALO:0000057	master of science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Master of Science Biochemistry	QUALO:0000173	master of science in biochemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Master of Science in Biochemistry	QUALO:0000173	master of science in biochemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Master of Science in Psychology	QUALO:0000192	master of science in psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Master of Science, Biochemistry	QUALO:0000173	master of science in biochemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Master of Science, Computer Science	QUALO:0000119	master of science in computer science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Master of Technology (M.Tech.)	QUALO:0000072	master of technology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Master Science	QUALO:0000057	master of science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Master Student	QUALO:0000004	master's degree	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-26	en
Master's	QUALO:0000004	master's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-26	en
Master's degree in Biochemistry	QUALO:0000173	master of science in biochemistry	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Master's Degree in Computer Science	QUALO:0000119	master of science in computer science	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Master's Degree in Psychology	QUALO:0000196	master of psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Master's in Biochemistry	QUALO:0000173	master of science in biochemistry	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Master's in Computer Science	QUALO:0000119	master of science in computer science	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Master's in Psychology	QUALO:0000196	master of psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Master's in Public Administration	QUALO:0000176	master of arts in public administration	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Master's in Science	QUALO:0000057	master of science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Master's of Public Administration	QUALO:0000176	master of arts in public administration	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Master's of Science	QUALO:0000057	master of science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Master's Student	QUALO:0000004	master's degree	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-26	en
Masters degree	QUALO:0000004	master's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-26	en
Masters in Biochemistry	QUALO:0000173	master of science in biochemistry	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Masters in Commerce	QUALO:0000182	master of commerce	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Masters in Computer Science	QUALO:0000119	master of science in computer science	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Masters in Psychology	QUALO:0000196	master of psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Masters in Public Administration	QUALO:0000176	master of arts in public administration	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Masters in Public Health	QUALO:0000061	master of public health	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Masters in Science	QUALO:0000057	master of science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Masters of Arts	QUALO:0000060	master of arts	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Masters of Commerce	QUALO:0000182	master of commerce	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Masters of Computer Science	QUALO:0000119	master of science in computer science	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Masters of Public Administration	QUALO:0000176	master of arts in public administration	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Masters of Public Health	QUALO:0000061	master of public health	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Masters of Science	QUALO:0000057	master of science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Masters of Science in Computer Science	QUALO:0000119	master of science in computer science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MBA	QUALO:0000056	master of business administration	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MBBCh	QUALO:0000033	bachelor of medicine; bachelor of surgery	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MBBS	QUALO:0000033	bachelor of medicine; bachelor of surgery	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MBChB	QUALO:0000033	bachelor of medicine; bachelor of surgery	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MChem	QUALO:0000078	master of science in chemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MD Candidate	QUALO:0000068	doctor of medicine	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MD PhD	QUALO:0000053	doctor of medicine–doctor of philosophy	oboInOwl:hasExactSynonym	OMO:0003012	orcid:0000-0003-4423-4370	2024-10-26	en
MD, PhD	QUALO:0000053	doctor of medicine–doctor of philosophy	oboInOwl:hasExactSynonym	OMO:0003012	orcid:0000-0003-4423-4370	2024-10-26	en
MD/PhD	QUALO:0000053	doctor of medicine–doctor of philosophy	oboInOwl:hasExactSynonym	OMO:0003012	orcid:0000-0003-4423-4370	2024-10-26	en
MD/PhD Candidate	QUALO:0000053	doctor of medicine–doctor of philosophy	oboInOwl:hasExactSynonym	OMO:0003012	orcid:0000-0003-4423-4370	2024-10-26	en
me	QUALO:0000058	master of education	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Medical Degree	QUALO:0000068	doctor of medicine	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Medical Doctor	QUALO:0000068	doctor of medicine	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Medical Doctor (MD)	QUALO:0000068	doctor of medicine	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Medical Doctor and Doctor of Philosophy	QUALO:0000053	doctor of medicine–doctor of philosophy	oboInOwl:hasExactSynonym	OMO:0003012	orcid:0000-0003-4423-4370	2024-10-26	en
Medical Student	QUALO:0000068	doctor of medicine	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Medicina	QUALO:0000068	doctor of medicine	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
Medicina Veterinária	QUALO:0000070	doctor of veterinary medicine	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
Medico	QUALO:0000068	doctor of medicine	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
MEng	QUALO:0000059	master of engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Mestra	QUALO:0000004	master's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-26	pt
Mestrado	QUALO:0000004	master's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-26	pt
Mestrado em Direito	QUALO:0000054	master of law	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
Mestrado em Educação	QUALO:0000058	master of education	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
Mestrado em Enfermagem	QUALO:0000071	master of nursing	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
Mestranda	QUALO:0000004	master's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-26	pt
Mestrando	QUALO:0000004	master's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-26	pt
Mestre em Ciências	QUALO:0000057	master of science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
Mestre em Direito	QUALO:0000054	master of law	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
Mestre em Educação	QUALO:0000058	master of education	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
MLIS	QUALO:0000055	master of library and information science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MPA	QUALO:0000176	master of arts in public administration	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
mph	QUALO:0000061	master of public health	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MPH in Epidemiology	QUALO:0000061	master of public health	oboInOwl:hasNarrowSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MPhil	QUALO:0000073	master of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MPhil/PhD	QUALO:0000158	master of philosophy and doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MPhys	QUALO:0000112	master of science in physics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MRes	QUALO:0000075	master of research	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
ms	QUALO:0000057	master of science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MS Biology	QUALO:0000121	master of science in biology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
ms c	QUALO:0000057	master of science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MS in Biochemistry	QUALO:0000173	master of science in biochemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
MS in Biochemistry and Molecular Biology	QUALO:0000173	master of science in biochemistry	oboInOwl:hasNarrowSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
MS in Computer Science	QUALO:0000119	master of science in computer science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MS in Psychology	QUALO:0000192	master of science in psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
MS Student	QUALO:0000057	master of science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MS/PhD	QUALO:0000117	master of science and doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MS/PhD Student	QUALO:0000117	master of science and doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
msc	QUALO:0000057	master of science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
msc (honors)	QUALO:0000102	master of science with honors	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
msc (honours)	QUALO:0000102	master of science with honors	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MSc Biotechnology	QUALO:0000122	master of science in biotechnology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
msc candidate	QUALO:0000057	master of science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MSc Chemistry	QUALO:0000078	master of science in chemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MSc Computer Science	QUALO:0000119	master of science in computer science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MSc Economics	QUALO:0000116	master of science in economics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MSc Eng	QUALO:0000059	master of engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MSc Epidemiology	QUALO:0000129	master of science in epidemiology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MSc Health Psychology	QUALO:0000162	master of science in health psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-28	en
MSc in Biochemistry	QUALO:0000173	master of science in biochemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
MSc in Computer Science	QUALO:0000119	master of science in computer science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MSc in Physics	QUALO:0000112	master of science in physics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
MSc in Psychology	QUALO:0000192	master of science in psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
MSc Physics	QUALO:0000112	master of science in physics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MSc student	QUALO:0000057	master of science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MSc. in Computer Science	QUALO:0000119	master of science in computer science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MSci	QUALO:0000057	master of science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Médica	QUALO:0000068	doctor of medicine	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Médico	QUALO:0000068	doctor of medicine	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Médico Cirujano	QUALO:0000068	doctor of medicine	oboInOwl:hasNarrowSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
ph d	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph. D	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph. D in Economics	QUALO:0000087	doctor of philosophy in economics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Ph. D in Physics	QUALO:0000109	doctor of philosophy in physics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Ph. D.	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph. D. in Economics	QUALO:0000087	doctor of philosophy in economics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Ph. D. in Mechanical Engineering	QUALO:0000092	doctor of philosophy in mechanical engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Ph. D. in Psychology	QUALO:0000118	doctor of philosophy in psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Ph.D	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph.D in Biochemistry	QUALO:0000104	doctor of philosophy in biochemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Ph.D in Computer Science	QUALO:0000081	doctor of philosophy in computer science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph.D in Economics	QUALO:0000087	doctor of philosophy in economics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Ph.D in Mechanical Engineering	QUALO:0000092	doctor of philosophy in mechanical engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Ph.D in Psychology	QUALO:0000118	doctor of philosophy in psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Ph.D.	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph.D. Biochemistry	QUALO:0000104	doctor of philosophy in biochemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph.D. Biology	QUALO:0000082	doctor of philosophy in biology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph.D. Candidate	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph.D. Chemical Engineering	QUALO:0000090	doctor of philosophy in chemical engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph.D. in Biochemistry	QUALO:0000104	doctor of philosophy in biochemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Ph.D. in Biochemistry and Molecular Biology	QUALO:0000104	doctor of philosophy in biochemistry	oboInOwl:hasNarrowSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Ph.D. in Biology	QUALO:0000082	doctor of philosophy in biology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph.D. in Biomedical Engineering	QUALO:0000093	doctor of philosophy in biomedical engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph.D. in Business Administration	QUALO:0000135	doctor of philosophy in business administration	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph.D. in Chemical Engineering	QUALO:0000090	doctor of philosophy in chemical engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph.D. in Chemistry	QUALO:0000077	doctor of philosophy in chemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph.D. in Civil Engineering	QUALO:0000098	doctor of philosophy in civil engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph.D. in Clinical Psychology	QUALO:0000118	doctor of philosophy in psychology	oboInOwl:hasNarrowSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph.D. in Computer Science	QUALO:0000081	doctor of philosophy in computer science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph.D. in Economics	QUALO:0000087	doctor of philosophy in economics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph.D. in Finance	QUALO:0000132	doctor of philosophy in finance	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph.D. in Management	QUALO:0000140	doctor of philosophy in management	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph.D. in Mechanical Engineering	QUALO:0000092	doctor of philosophy in mechanical engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Ph.D. in Physics	QUALO:0000109	doctor of philosophy in physics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Ph.D. in Psychology	QUALO:0000118	doctor of philosophy in psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Ph.D. in Public Administration	QUALO:0000177	doctor of philosophy in public administration	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Ph.D. in Science	QUALO:0000065	doctor of science	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Ph.D. in Sociology	QUALO:0000120	doctor of philosophy in sociology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph.D. student	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph.D.,	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph.D./Dr.	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ph.D/Dr	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PharmD	QUALO:0000063	doctor of pharmacy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD (Chemistry)	QUALO:0000077	doctor of philosophy in chemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD (Dr. rer. nat.)	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	de
PhD (Economics)	QUALO:0000087	doctor of philosophy in economics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD (in progress)	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD (Physics)	QUALO:0000109	doctor of philosophy in physics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Archaeology	QUALO:0000133	doctor of philosophy in archeology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Archeology	QUALO:0000133	doctor of philosophy in archeology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Astrophysics	QUALO:0000110	doctor of philosophy in astrophysics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Biological Sciences	QUALO:0000082	doctor of philosophy in biology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Biology	QUALO:0000082	doctor of philosophy in biology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Biomedical Engineering	QUALO:0000093	doctor of philosophy in biomedical engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Biomedical Sciences	QUALO:0000082	doctor of philosophy in biology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Biotechnology	QUALO:0000113	doctor of philosophy in biotechnology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
phd candidate	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Candidate in Economics	QUALO:0000087	doctor of philosophy in economics	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
PhD Candidate in Psychology	QUALO:0000118	doctor of philosophy in psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
PhD Chemistry	QUALO:0000077	doctor of philosophy in chemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Civil Engineering	QUALO:0000098	doctor of philosophy in civil engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Clinical Psychology	QUALO:0000118	doctor of philosophy in psychology	oboInOwl:hasNarrowSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Computer Engineering	QUALO:0000106	doctor of philosophy in computer engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Computer Science	QUALO:0000081	doctor of philosophy in computer science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD degree	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Ecology	QUALO:0000083	doctor of philosophy in ecology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Economics	QUALO:0000087	doctor of philosophy in economics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Education	QUALO:0000066	doctor of education	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Electrical and Computer Engineering	QUALO:0000091	doctor of philosophy in electrical and computer engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Electrical Engineering	QUALO:0000089	doctor of philosophy in electrical engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Engineering	QUALO:0000088	doctor of philosophy in engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Environment Engineering	QUALO:0000108	doctor of philosophy in environmental engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Environmental Engineering	QUALO:0000108	doctor of philosophy in environmental engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Environmental Science	QUALO:0000085	doctor of philosophy in environmental sciences	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Epidemiology	QUALO:0000100	doctor of philosophy in epidemiology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Fellow	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Geography	QUALO:0000103	doctor of philosophy in geography	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Geology	QUALO:0000101	doctor of philosophy in geology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD History	QUALO:0000020	doctor of philosophy in history	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Immunology	QUALO:0000084	doctor of philosophy in immunology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Accounting	QUALO:0000134	doctor of philosophy in accounting	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Analytical Chemistry	QUALO:0000086	doctor of philosophy in analytical chemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Anthropology	QUALO:0000131	doctor of philosophy in anthropology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Applied Linguistics	QUALO:0000095	doctor of philosophy in linguistics	oboInOwl:hasNarrowSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Applied Mathematics	QUALO:0000019	doctor of philosophy in mathematics	oboInOwl:hasNarrowSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Archaeology	QUALO:0000133	doctor of philosophy in archeology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
